          x                  y                  dy                  ddy                  q                  Jz                  EF0                  EF1                  EF2
 -4.0000000     -2.073430331066504      1.999999999998124     -0.876310397106465     -0.481735428271243     -0.876316710111280      0.000968528172933      0.016682951847620      0.082315965140890, x_l = -4.000, x_r =  4.000, he =   2.000, gamma =  0.000, a1 =  1.000, a2 =  0.000
 -3.9921875     -2.057832149996472      1.993124703652029     -0.883724030855245     -0.468008433112091     -0.883723998668514      0.000968514468879      0.016682353375122      0.082309685393248
 -3.9843750     -2.042287905892721      1.986192452126659     -0.890891862115172     -0.454215624948210     -0.890891780944811      0.000968494724515      0.016681469670254      0.082300335332163
 -3.9765625     -2.026798036323136      1.979205143743467     -0.897820180594760     -0.440361889028881     -0.897820363997748      0.000968462903328      0.016680015565513      0.082284844953665
 -3.9687500     -2.011362964066691      1.972164632802929     -0.904510358997072     -0.426452061892833     -0.904510164808612      0.000968419824611      0.016678005214659      0.082263284990649
 -3.9609375     -1.995983097614186      1.965072790992952     -0.910961563155450     -0.412490929215887     -0.910961707574229      0.000968366311043      0.016675452844165      0.082235726874026
 -3.9531250     -1.980658830546396      1.957931476278514     -0.917175695704401     -0.398483222753461     -0.917175621434463      0.000968303188366      0.016672372746468      0.082202242687871
 -3.9453125     -1.965390542316364      1.950742538093966     -0.923152628828092     -0.384433618661451     -0.923152637558275      0.000968231285068      0.016668779273298      0.082162905124961
 -3.9375000     -1.950178597585221      1.943507831083327     -0.928893558475362     -0.370346734607419     -0.928893586786087      0.000968151432078      0.016664686829111      0.082117787442722
 -3.9296875     -1.935023346871098      1.936229188384090     -0.934399441808335     -0.356227128191105     -0.934399396707133      0.000968064462465      0.016660109864632      0.082066963419638
 -3.9218750     -1.919925126148335      1.928908449706569     -0.939671047680338     -0.342079294505788     -0.939671089113658      0.000967971211139      0.016655062870490      0.082010507312140
 -3.9140625     -1.904884257232283      1.921547434749431     -0.944709811416356     -0.327907664533906     -0.944709777130343      0.000967872514561      0.016649560370974      0.081948493812015
