          x                  y                  dy                  ddy                  q                  Jz                  EF0                  EF1                  EF2
 -4.0000000      2.995520937000300      2.000000000000369      0.145556016775572     -0.989350482769284      0.145552816421954     -0.088282912750665      0.002034533484405     -0.022505956068679, x_l = -4.000, x_r =  4.000, he =   2.000, gamma =  0.000, a1 =  1.000, a2 =  0.000
 -3.9921875      3.011150221613732      2.001076699506037      0.130072811270491     -0.991504442435695      0.130072828605721     -0.088277946279512      0.002034400906648     -0.022502857970722
 -3.9843750      3.026787445049080      2.002032292706922      0.114553137458405     -0.993417117191803      0.114553181398245     -0.088270485316213      0.002034201783390     -0.022498208398354
 -3.9765625      3.042431660092151      2.002866502539071      0.098998661301437     -0.995087575989031      0.098998566642267     -0.088258036671473      0.002033869599084     -0.022490456210319
 -3.9687500      3.058081917386381      2.003579067627918      0.083413613886410     -0.996515004587489      0.083413702133856     -0.088240592050196      0.002033404168092     -0.022479600182629
 -3.9609375      3.073737265699097      2.004169774376997      0.067803382395748     -0.997698706397136      0.067803328176545     -0.088218144752048      0.002032805343750     -0.022465639854995
 -3.9531250      3.089396752314530      2.004638441108483      0.052172183370033     -0.998638103206998      0.052172203979299     -0.088190689676113      0.002032073018475     -0.022448575532170
 -3.9453125      3.105059423169506      2.004984923283992      0.036525101975400     -0.999332735773413      0.036525104285988     -0.088158223324380      0.002031207123852     -0.022428408284754
 -3.9375000      3.120724323295732      2.005209116692932      0.020866827145483     -0.999782264306297      0.020866815678555     -0.088120743804045      0.002030207630678     -0.022405139949438
 -3.9296875      3.136390496990834      2.005310950742391      0.005202118780073     -0.999986468816119      0.005202133135155     -0.088078250828630      0.002029074548990     -0.022378773128715
 -3.9218750      3.152056988195191      2.005290395730789     -0.010464132469838     -0.999945249345734     -0.010464143628327     -0.088030745717913      0.002027807928055     -0.022349311190023
 -3.9140625      3.167722840733080      2.005147456951221     -0.026127221835026     -0.999658626073123     -0.026127213687512     -0.087978231396665      0.002026407856336     -0.022316758264351
 -3.9062500      3.183387098633935      2.004882178782616     -0.041782274759488     -0.999126739290689     -0.041782278520409     -0.087920712392206      0.002024874461422     -0.022281119244292
 -3.8984375      3.199048806411617      2.004494642204037     -0.057424547913786     -0.998349849259407     -0.057424545573155     -0.087858194830773      0.002023207909934     -0.022242399781554
 -3.8906250      3.214707009362619      2.003984966012020     -0.073049231562134     -0.997328335938189     -0.073049231836752     -0.087790686432701      0.002021408407401     -0.022200606283917
 -3.8828125      3.230360753855915      2.003353306153372     -0.088651568139444     -0.996062698589243     -0.088651567402782     -0.087718196506439      0.002019476198105     -0.022155745911666
 -3.8750000      3.246009087624691      2.002599855836245     -0.104226799405286     -0.994553555259878     -0.104226799003655     -0.087640735941388      0.002017411564898     -0.022107826573476
 -3.8671875      3.261651060056322      2.001724845310910     -0.119770194000854     -0.992801642141810     -0.119770193529058     -0.087558317199586      0.002015214828991     -0.022056856921771
 -3.8593750      3.277285722481230      2.000728541716576     -0.135277041983510     -0.990807812809054     -0.135277041514654     -0.087470954306242      0.002012886349711     -0.022002846347558
