          x                  y                  dy                  ddy                  q                  Jz                  EF0                  EF1                  EF2
 -4.0000000      2.983603500633052      2.000000000000398      0.157344381263954     -0.987545651809387      0.157332722786342     -0.062217513202756     -0.062641999028496      0.022060304562736, x_l = -4.000, x_r =  4.000, he =   2.000, gamma =  0.000, a1 =  1.000, a2 =  0.000
 -3.9921875      2.999233145146205      2.001168860469797      0.141879005403002     -0.989883986987859      0.141879147042735     -0.062214047612585     -0.062638492163540      0.022057282518335
 -3.9843750      3.014871449119614      2.002216776960033      0.126381949623845     -0.991981606939438      0.126382322924940     -0.062208840589279     -0.062633223171706      0.022052746821305
 -3.9765625      3.030517466626895      2.003143483855155      0.110847581486411     -0.993837491285475      0.110846925816151     -0.062200151615882     -0.062624430848314      0.022045184144442
 -3.9687500      3.046170249638569      2.003948679306028      0.095277334754428     -0.995450735923865      0.095277659446110     -0.062187974133063     -0.062612108594230      0.022034593028656
 -3.9609375      3.061828847686426      2.004632118473403      0.079679239612307     -0.996820553893958      0.079679253063693     -0.062172302700480     -0.062596250938941      0.022020972759264
 -3.9531250      3.077492308910925      2.005193603772788      0.064056586688384     -0.997946276268611      0.064056457201254     -0.062153133000571     -0.062576853544362      0.022004323367572
 -3.9453125      3.093159679698855      2.005632950875587      0.048413934540662     -0.998827352785757      0.048414040813047     -0.062130461841505     -0.062553913207822      0.021984645631921
 -3.9375000      3.108830005384302      2.005950033521465      0.032756849706846     -0.999463352453646      0.032756787330789     -0.062104287159316     -0.062527427864204      0.021961941078198
 -3.9296875      3.124502330328859      2.006144750099629      0.017089460847188     -0.999853963983661      0.017089491318571     -0.062074608019205     -0.062497396587254      0.021936211979810
 -3.9218750      3.140175698308315      2.006217042905114      0.001416966959358     -0.999998996119339      0.001416954807326     -0.062041424616000     -0.062463819590046      0.021907461357123
 -3.9140625      3.155849152769123      2.006166888990350     -0.014256020769608     -0.999898377833726     -0.014256016250630     -0.062004738273792     -0.062426698224599      0.021875692976364
 -3.9062500      3.171521737134066      2.005994303994790     -0.029924614805481     -0.999552158403656     -0.029924615581414     -0.061964551444725     -0.062386034980659      0.021840911347977
 -3.8984375      3.187192495092015      2.005699340764188     -0.045584041049938     -0.998960507358418     -0.045584040173919     -0.061920867706960     -0.062341833483634      0.021803121724459
 -3.8906250      3.202860470891935      2.005282089733832     -0.061229494533354     -0.998123714303392     -0.061229493864065     -0.061873691761802     -0.062294098491691      0.021762330097654
 -3.8828125      3.218524709635433      2.004742678751121     -0.076856191701619     -0.997042188618915     -0.076856190908509     -0.061823029430001     -0.062242835892015      0.021718543195516
 -3.8750000      3.234184257568868      2.004081273002754     -0.092459360452249     -0.995716459034903     -0.092459359544074     -0.061768887647224     -0.062188052696235      0.021671768478355
 -3.8671875      3.249838162374564      2.003298074887589     -0.108034246594769     -0.994147173082003     -0.108034245527766     -0.061711274458713     -0.062129757035030      0.021622014134553
 -3.8593750      3.265485473460972      2.002393323867970     -0.123576116823035     -0.992335096420236     -0.123576115652531     -0.061650199013129     -0.062067958151905      0.021569289075770
 -3.8515625      3.281125242251552      2.001367296291114     -0.139080262495582     -0.990281112046332     -0.139080261233925     -0.061585671555593     -0.062002666396166      0.021513602931635
 -3.8437500      3.296756522472142      2.000220305183120     -0.154542002957907     -0.987986219381167     -0.154542001562929     -0.061517703419927     -0.061933893215084      0.021454966043938
 -3.8359375      3.312378370436635      1.998952700017746     -0.169956688857667     -0.985451533238911     -0.169956687320229     -0.061446307020119     -0.061861651145274      0.021393389460323
 -3.8281250      3.327989845330725      1.997564866458326     -0.185319705570379     -0.982678282679711     -0.185319703947353     -0.061371495841000     -0.061785953803285      0.021328884927495
 -3.8203125      3.343590009493552      1.996057226073169     -0.200626476691856     -0.979667809747923     -0.200626474970187     -0.061293284428177     -0.061706815875426      0.021261464883946
 -3.8125000      3.359177928697003      1.994430236023732     -0.215872467132481     -0.976421568098118     -0.215872465270424     -0.061211688377200     -0.061624253106839      0.021191142452208
 -3.8046875      3.374752672422495      1.992684388730851     -0.231053186262812     -0.972941121511258     -0.231053184300694     -0.061126724322001     -0.061538282289820      0.021117931430655
 -3.7968750      3.390313314135055      1.990820211513444     -0.246164191302864     -0.969228142303624     -0.246164189239207     -0.061038409922620     -0.061448921251425      0.021041846284841
 -3.7890625      3.405858931554452      1.988838266203011     -0.261201090241752     -0.965284409631270     -0.261201088079854     -0.060946763852215     -0.061356188840360      0.020962902138410
 -3.7812500      3.421388606923264      1.986739148735658     -0.276159544949071     -0.961111807692919     -0.276159542653898     -0.060851805783393     -0.061260104913179      0.020881114763576
 -3.7734375      3.436901427271639      1.984523488718729     -0.291035273977911     -0.956712323834391     -0.291035271579490     -0.060753556373870     -0.061160690319805      0.020796500571185
 -3.7656250      3.452396484678589      1.982191948978162     -0.305824055600567     -0.952088046557818     -0.305824053135420     -0.060652037251479     -0.061057966888399      0.020709076600373
 -3.7578125      3.467872876529668      1.979745225078467     -0.320521730638347     -0.947241163439007     -0.320521728055697     -0.060547270998549     -0.060951957409588      0.020618860507841
 -3.7500000      3.483329705770789      1.977184044826117     -0.335124204928423     -0.942173958956511     -0.335124202241613     -0.060439281135671     -0.060842685620075      0.020525870556745
 -3.7421875      3.498766081158129      1.974509167749716     -0.349627452167635     -0.936888812235998     -0.349627449388328     -0.060328092104873     -0.060730176185657      0.020430125605231
 -3.7343750      3.514181117503831      1.971721384560190     -0.364027516388649     -0.931388194713751     -0.364027513522913     -0.060213729252225     -0.060614454683667      0.020331645094615
 -3.7265625      3.529573935917476      1.968821516591767     -0.378320514415236     -0.925674667723099     -0.378320511451251     -0.060096218809903     -0.060495547584862      0.020230449037234
 -3.7187500      3.544943664043048      1.965810415223963     -0.392502638162721     -0.919750880007824     -0.392502635111132     -0.059975587877716     -0.060373482234784      0.020126558003979
 -3.7109375      3.560289436291381      1.962688961286325     -0.406570156967661     -0.913619565166522     -0.406570153829300     -0.059851864404147     -0.060248286834614      0.020019993111517
 -3.7031250      3.575610394067825      1.959458064444412     -0.420519419722485     -0.907283539032132     -0.420519416480178     -0.059725077166899     -0.060119990421540      0.019910776009235
 -3.6953125      3.590905685995100      1.956118662571079     -0.434346856867950     -0.900745696990775     -0.434346853544395     -0.059595255753000     -0.059988622848673      0.019798928865905
 -3.6875000      3.606174468131140      1.952671721100977     -0.448048982443442     -0.894009011244213     -0.448048979065279     -0.059462430538474     -0.059854214764527      0.019684474356094
 -3.6796875      3.621415904181861      1.949118232370211     -0.461622395987053     -0.887076528020197     -0.461622392501787     -0.059326632667600     -0.059716797592084      0.019567435646338
