          x                  y                  dy                  ddy                  q                  Jz                  EF0                  EF1                  EF2
 -4.0000000      1.569200573213108      1.999999999999915      0.999997725000469      0.001595752796753      0.999998726785523      0.051176898803462     -0.054764601069909      0.023804237910382, x_l = -4.000, x_r =  4.000, he =   2.000, gamma =  0.000, a1 =  1.000, a2 =  0.000
 -3.9921875      1.584856090363514      2.007812265823883      0.999901173384160     -0.014059300465775      0.999901163152361      0.051177592959250     -0.054765240843950      0.023803858788638
 -3.9843750      1.600572635383934      2.015622810302180      0.999556737532657     -0.029771908804271      0.999556718477028      0.051178585304069     -0.054766148185694      0.023803267368863
 -3.9765625      1.616350187222733      2.023429689269474      0.998962578827332     -0.045538106956028      0.998962602315356      0.051180173844609     -0.054767590468111      0.023802251270729
 -3.9687500      1.632188709621031      2.031230943420951      0.998116103394533     -0.061353825299778      0.998116079488897      0.051182309349083     -0.054769515002854      0.023800787607641
 -3.9609375      1.648088150891271      2.039024589008992      0.997014470835399     -0.077214889959079      0.997014473708985      0.051184942433272     -0.054771868937044      0.023798853431866
 -3.9531250      1.664048443786519      2.046808623525092      0.995655178305856     -0.093117023112622      0.995655171244859      0.051188023571524     -0.054774599265446      0.023796425742385
 -3.9453125      1.680069505327046      2.054581023461779      0.994035627539933     -0.109055843381572      0.994035624637117      0.051191503108267     -0.054777652843187      0.023793481492989
 -3.9375000      1.696151236651755      2.062339746077072      0.992153362258716     -0.125026866364754      0.992153356449371      0.051195331270036     -0.054780976399035      0.023789997600616
 -3.9296875      1.712293522863621      2.070082729342968      0.990005966976479     -0.141025505294169      0.990005963056093      0.051199458178006     -0.054784516549208      0.023785950953936
 -3.9218750      1.728496232884393      2.077807892862847      0.987591123055882     -0.157047071829218      0.987591118461129      0.051203833861041     -0.054788219811750      0.023781318422181
 -3.9140625      1.744759219312247      2.085513138343931      0.984906582532034     -0.173086776986330      0.984906578142940      0.051208408269258     -0.054792032621447      0.023776076864212
 -3.9062500      1.761082318284872      2.093196350298285      0.981950187247037     -0.189139732209389      0.981950182921618      0.051213131288100     -0.054795901345295      0.023770203137816
